機種,台松料號,材料代號,中文名稱,同行價,修理價,顧客自購價,維修工時
KX-FP207TWS,PFGP1404Z,26900-0680,液晶透鏡飾板,30,460,50,E.30
KX-FP218CES,PFKS1145Z1,26900-0690,導紙板,50,480,90,E.30
KX-FP218CES,PFHR1572Z,26900-0700,轉軸固定帽右,30,460,50,E.30
KX-FP218CES,PFHR1571Z,26900-0710,轉軸固定帽左,30,460,50,E.30
BLPA100KTA,PQGG10409Z1,26900-0720,架,50,480,90,E.30
BLPA100KTA,PQGT18322Z,26900-0730,銘板,50,480,90,E.30
KX-TG3522TWS,PQGP10320Z3,26900-0750,顯示器透鏡,20,450,40,E.30
KX-TG3522TWS,PQKL10084Z2,26900-0760,主機底座支架,30,460,50,E.30
KX-FT988TWT,PFDJ1096Z,26900-0770,轉軸固定座,20,450,40,E.30
KX-MB788TW,KX-FAD93E,26900-0790,感光鼓,2400,2690,2500,C.20
KX-FP218CES,PFHG1263Z,26900-0800,分頁橡皮,50,480,90,E.30
KX-MB788TW,KX-FAT92E,26900-0810,測試用碳粉匣(單支裝),1100,1390,1200,C.20
KX-FLM653TW,KX-FA84E,26900-0820,感光鼓,2900,3190,3000,C.20
KX-FT988TWT,PNGP1015Z,26900-0830,LCD透明窗,30,460,50,E.30
KX-FLM653,KX-FA83E,26900-0840,單支碳粉,1200,1490,1300,C.20
KX-MB778TW,KX-FAT92E-T,26900-0850,三支裝碳粉,2100,2390,2200,C.20
KX-FC233TWS,PFKS1088Y1,26900-0860,導紙盤,90,520,150,E.30
KX-TG8100TWS,PQKL10074Z1,26900-0870,外接壁掛支架,30,460,50,E.30
KX-FP711,PFHG1283Z,26900-0880,摩擦膠板,30,460,50,E.30
,DQ-TU37R-PB,26900-0890,碳粉,2700,2990,2800,C.20
KX-F88TW,PQQX1538Z,26920-0010,說明書　　　　　　　　　　　　,250,540,350,C.20
KX-F116TW,PFQX1129Z,26920-0050,說明書　　　　　　　　　　　　,250,540,350,C.20
KX-TCD700TWC-UK1,QUQX00058Z,26920-0270,中文說明書,30,320,50,C.20
KX-TCD705TWM,QUQX00004Z,26920-0300,英文說明書,90,380,150,C.20
KX-TC1176TWS,PQQX12818Y,26920-0310,說明書,120,410,200,C.20
KX-TC2006TWT,PQQX13665Z,26920-0440,說明書,30,320,50,C.20
KX-F716TWT,PFQX1772Y,26920-0450,說明書,90,380,150,C.20
KX-TCD530TWM,PQQX13811Z,26920-0460,說明書,90,380,150,C.20
KX-FP143TW,PFQX1985Z,26920-0470,說明書,200,490,300,C.20
KX-TCD432TWW,PQQX14081Z,26920-0480,說明書,30,320,50,C.20
KX-FT918TWS,PFQX2041X,26920-0500,說明書,90,380,150,C.20
KX-FT938TWT,PFQX2568Z,26920-0540,說明書,90,380,150,C.20
KX-FC253TWS,PFQX2662Z,26920-0560,說明書,550,840,660,C.20
BLPA100KTA,PQQX15017Y,26920-0570,說明書,30,320,50,C.20
BLPA100KTA,PQQX15524YB,26920-0580,說明書,90,380,150,C.20
KX-TG3522TWS,PQQX15847Z,26920-0600,說明書,50,340,90,C.20
KX-TG7220TWS,PQQX16080Z,26920-0610,說明書,30,320,50,C.20
KX-TG8200TWW,PQQX16126Z,26920-0620,說明書,20,310,40,C.20
KX-MB788TW,PFQW2639X,26920-0650,簡易操作說明書,30,320,50,C.20
KX-TG1109TWF,PQQX15253Z,26920-0660,中文說明書,20,310,40,C.20
KX-TG8100TWS,PQQW15214Z,26920-0670,快速指南,20,310,40,C.20
KX-TG4611TW-B,PNQX1236Z,26920-0680,說明書,30,320,50,C.20
KX-TG7301TWS,PNQX1158Z,26920-0690,說明書,30,320,50,C.20
KX-FT988TWT,PNQX1348X,26920-0700,說明書,90,380,150,C.20
KX-TG6512TWB,PNQX2498Z,26920-0710,說明書,30,320,50,C.20
KX-TG6512TWB,PNQX2510Z,26920-0720,說明書,20,310,40,C.20
KX-TCD705TWM,QUPK00031K,26960-0530,紙箱,150,440,250,C.20
KX-TC1176TWS,PQPK13426Z,26960-0580,紙箱,150,440,250,C.20
KX-TCD530TWM,PQPD10573Z,26960-0670,紙隔板,90,380,150,C.20
KX-TCD530TWM,PQPD10577Z,26960-0680,紙隔板,30,320,50,C.20
KX-TCD446TWT,PQPD10603Z,26960-0760,紙隔板,30,320,50,C.20
KX-FC962TWS,PFZE1399Z-M,26960-0800,紙箱,250,540,350,C.20
KX-TG7100TWS,PQPK15232Z,26960-0810,紙箱,30,320,50,C.20
KX-TG7109TWF,PQPK15273Z,26960-0820,紙箱,30,320,50,C.20
KX-FT926TWS,PFZE1629Z-M,26960-0830,紙箱,200,490,300,C.20
KX-TG7120TWS,PQPK15274Z,26960-0840,紙箱,30,320,50,C.20
KX-TG8100TWS,PQPK15209Z,26960-0850,紙箱,30,320,50,C.20
KX-FP207TWS,PFZE1512Z-M,26960-0860,紙箱,90,380,150,C.20
KX-FC253TWS,PFZE1575Z-M,26960-0870,紙箱,150,440,250,C.20
KX-FC228TWS,PFZE1558Z-M,26960-0880,紙箱,150,440,250,C.20
KX-FT936TWS,PFZE1627Z-M,26960-0890,紙箱,150,440,250,C.20
KX-TG1109TWF,PQPK15272Z,26960-0900,紙箱,30,320,50,C.20
KX-TG1100TWS,PQPK15248Z,26960-0910,紙箱,30,320,50,C.20
KX-TG3521TWS,PQPK16018Z,26960-0930,紙箱,50,340,90,C.20
KX-TG3522TWS,PQPK16019Z,26960-0940,紙箱,90,380,150,C.20
KX-FP701TW,PFZE1670Z-M,26960-0950,紙箱,150,440,250,C.20
KX-TG7220TWS,PQPK16009Z,26960-0960,紙箱,50,340,90,C.20
KX-FC966TWS,PFZE1655Z-M,26960-0970,紙箱KX-FC966TW-S,90,380,150,C.20
KX-TG7200TWS,PQPK15983Z,26960-0980,紙箱KX-TG7200,50,340,90,C.20
KX-TG7209TWF,PQPK16146Y,26960-0990,紙箱KX-TG7209,50,340,90,C.20
KX-TGA721TWS,PQPK16014Z,26960-1000,紙箱KX-TGA721TWS,50,340,90,C.20
KX-TG8200TWW,PQPK16052Y,26960-1010,紙箱KX-TG8200TWW,50,340,90,C.20
KX-TG8070TWS,PQPK15699Z,26960-1020,紙箱KX-TG8070,90,380,150,C.20
KX-MB778TW,PFPK3475Z-M,26960-1030,紙箱,200,490,300,C.20
KX-TGA810TWS,PQPK15269Z,26960-1050,紙箱,50,340,90,C.20
KX-TG7301TWS,PNPK1587Z,26960-1070,紙箱,90,380,150,C.20
KX-TG4611TWB,PNPK1536Z,26960-1080,紙箱,90,380,150,C.20
KX-FT976TWS,PNZE1017Y-M,26960-1090,紙箱,150,440,250,C.20
KX-TG1109TWF,PQPD10726Y,26960-1100,隔板,20,310,40,C.20
KX-TGA731TWS,PNPK1621Z,26960-1110,紙箱,90,380,150,C.20
KX-MB788TW,PFPK3594Y-M,26960-1130,紙箱,300,590,400,C.20
KX-FLM663TW,PNPK3258Z-M,26960-1140,紙箱,200,490,300,C.20
KX-FP143TW,PFPN1342Z,26980-0110,保麗龍,50,340,90,C.20
KX-FP143TW,PFPN1343Z,26980-0120,保麗龍,30,320,50,C.20
KX-FT988TWT,PFPH1085Z,26980-0170,主機PE袋,20,310,40,C.20
KX-TCD150TWB,PQPD10672Z,26980-0240,隔板,20,310,40,C.20
KX-FP701TW,PFPN1468Z,26980-0270,保麗龍右,50,340,90,C.20
KX-FP701TW,PFPN1467Z,26980-0280,保麗龍左,50,340,90,C.20
KX-TG8100TWS,PQPD10734Z,26980-0290,紙隔板,20,310,40,C.20
KX-TG8100TWS,PQPP10084Z,26980-0380,包裝袋,20,310,40,C.20
KX-TG4611TW-B,XZB15X25A03-A,26980-0390,主機包裝袋,10,300,30,C.20
KX-TGA731TWS,XZB08X25B02-A,26980-0400,子機包裝袋,10,300,30,C.20
TX-T7F22TR,ECWH16562JABM,27121-0080,電容器,20,1180,40,H.60
TX-T7F22,251002-T52,27164-0070,電阻式保險絲　　　　　　　　　,30,1190,50,H.60
TX-I1563PT2,31DF6HC(A),27191-0090,整流器　　　　　　　　　　　　,50,1210,90,H.60
TX-T7F22,TSE4C69021,27420-0130,開關　　　　　　　　　　　　　,20,1180,40,H.60
TR-T36V1,02M922B3-01001A,28000-0010,本體包裝帶大,20,220,40,
TU-MSD01K,021-2-8A017-00,28000-0020,氣泡袋,20,220,40,
TR-43GTL-ST,TR-43GTL,28000-0030,GPS,5850,6050,6000,
TR-43GTLV-ST,TR-43GTLV,28000-0040,GPS,4800,5000,4950,
TR-T36V1,02LA536-000001A,28150-0010,液晶板,1500,1700,1600,
TR-GP43,18TNL4CE0701,28150-0020,液晶板,2000,2200,2100,
TR-43GTL,18TNL4CE0801,28150-0030,液晶板,1200,1400,1300,
TR-70GTL,18TNL4CE0802,28150-0040,液晶板,2000,2200,2100,
TR-T36V1,02M820A5-00002A,28240-0010,喇叭,90,290,150,
TR-GP43,02EAS4CE0703,28240-0020,喇叭,50,250,90,
TR-70GTL,18EAS4CE0801,28240-0030,喇叭,90,290,150,
TR-70GTL,18TAZ4CE0801,28255-0010,麥克風,50,250,90,
TR-T36V1,18M841A5-00008A,28341-0010,天線,90,290,150,
TR-T36V1,18M841A5-00007D,28341-0020,外接天線,90,290,150,
TR-GP43,02TSA4CE0701,28341-0030,DTV伸縮天線,200,400,300,
TR-GP43,02TAZ4CE0708,28341-0040,GPS內藏天線,200,400,300,
TU-MSD01K,18TSA4CE0702,28341-0050,外接數位天線,120,320,200,
TR-43GTL,18TAZ4CE0803,28341-0060,GPS內藏天線,200,400,300,
TR-70GTL,02TSX4CE0802,28341-0070,TMC天線,50,250,90,
CN-MP870TT,02TAZ4CE0804,28341-0080,GPS內藏天線,200,400,300,
TU-MSD03L,18TAZ4CE0805,28341-0090,DTV外接天線,200,400,300,
TR-GP43,18RP-BP22LB,28360-0010,充電電池,700,900,800,
TR-43GTK,18TEE4CM006,28420-0010,電源開關片,20,220,40,
TR-T36V1,02BA508-01A002A,28450-0010,PCB,2300,2500,2400,
TR-T36V1,02BA508-01A003A,28450-0020,PCB,300,500,400,
TR-T369V,18BA508-01A0PJB,28450-0030,PCB,1900,2100,2000,
TR-43GTK,18TAZ4CE0705,28450-0040,主機板,3900,4100,4000,
TR-GP43,18TAZ4CE0706,28450-0050,DTV內藏PCB,150,350,250,
TR-GP43,02TAZ4CE0704,28450-0060,觸控板,300,500,400,
TR-GP43,02TSA4CE0709,28450-0070,DTV天線轉接板,90,290,150,
TU-MSD01K,18TU-MSD01KB,28450-0080,電視卡機板,1800,2000,1900,
TR-GP43,18TAZ4CE0710,28450-0090,主機板,3900,4100,4000,
TU-MSD02L,18TU-MSD02LB,28450-0100,主機板,1400,1600,1500,
TU-MSD03L,18TU-MSD03LB,28450-0110,電視卡,1800,2000,1900,
TR-70GTL,18TNP4CE0801,28450-0120,PCB,3650,3850,3750,
CN-MP870TT,02TNP4CE0801BMH,28450-0130,PCB,4900,5100,5000,
CN-MP810TT,02TNP4CE0705CMH,28450-0140,PCB,3600,3800,3700,
TR-43GTL,02TNP4CE0705AMR,28450-0150,PCB,3600,3800,3700,
TR-43GTLV,02TNP4CE0705BMR,28450-0160,PCB,3100,3300,3200,
CN-MP800TT,02TNP4CE0705DMH,28450-0170,PCB,3100,3300,3200,
TR-T36V1,18M750C0-00000D,28460-0010,AV線,90,290,150,
TR-T36V1,18M480A5-00005D,28464-0010,AC電源供應器,200,400,300,
TR-GP43,18TAZ4CE0702,28464-0020,AC電源供應器,200,400,300,
TR-GP43,18TAZ4CE0707,28464-0030,車充,250,450,350,
TR-GP43,02K1HA05AD0004,28464-0040,USB連接線,50,250,90,
TR-43GTK,02TSX4CE0708,28464-0060,左喇叭線,20,220,40,
TR-43GTK,02T3M4CF0701,28464-0070,FFC排線,30,230,50,
TR-70GTL,18TSX4CE0804,28464-0080,排線,30,230,50,
CN-MP870TT,18T3M4CE0801,28464-0090,排線,150,350,250,
CN-MP870TT,02T3M4CE0802,28464-0100,排線,30,230,50,
TR-70GTL,02TSX4CF0704,28464-0110,AV IN線材,90,290,150,
TR-T36V1,18M480A5-05D-2,28464-0120,AC電源供應器,300,500,400,
,18T3M4CD2321F,28464-0130,LVDS線,120,320,200,
TR-43GTK,02TEG4CM004,28603-0010,觸控筆,90,290,150,
TR-43GTK,18TBX4CM026,28603-0020,電源鈕,20,220,40,
TR-43GTL,18TBX4CM026-01,28603-0030,電源鈕,20,220,40,
TR-43GTLV,02TAZ4CE0802,28603-0040,觸控筆,90,290,150,
CN-MP870TT,18TBX4CM034,28603-0050,電源鈕,20,220,40,
TR-43GTK,02RP-SDR512TB0,28653-0010,SD卡,500,700,600,
TR-43GTK,02VYMT6800,28653-0020,光碟片,30,230,50,
TR-70GTL,18SDSDJ-2048,28653-0030,SD卡,300,500,400,
TR-43GTK,18TEE4CM009,28700-0010,車架固定座,30,230,50,
TR-43GTLV,18TEE4CM005,28700-0020,電池扣,20,220,40,
TR-70GTL,18TTR4CM003,28700-0030,車架,200,400,300,
TR-43GTLV,18TEE4CM009A-01,28700-0040,車架固定座,30,230,50,
CN-MP870TT,18TEE4CM019,28700-0050,ON/OFF撥桿,20,220,40,
TR-70GTL,18TEE4CM020,28700-0060,車架固定座,30,230,50,
TR-43GTK,18YFL064C001ZA,28700-0070,車架(4孔),350,550,450,
TR-T36V1,02M951A8-7T002A,28706-0010,後蓋(含電池蓋),300,500,400,
TR-T369V,02M951A8-7T004A,28706-0020,後蓋,200,400,300,
TR-GP43,18TKU4CM030,28706-0030,後蓋,30,230,50,
TR-43GTLV,18TKU4CM030-C1,28706-0040,後蓋,30,230,50,
CN-MP870TT,18TKU4CM038,28706-0050,後蓋,120,320,200,
TR-GP43,18TKK4CM008,28714-0010,電池蓋,20,220,40,
TR-GP43,18TKK4CM009,28714-0020,直立蓋,20,220,40,
TR-GP43,18TKK4CM010,28714-0030,電視卡蓋,20,220,40,
TR-T369V,02T369BATT_BOX,28714-0040,電池盒,90,290,150,
TR-43GTLV,18TKK4CM008-01,28714-0060,電池蓋,20,220,40,
TR-43GTLV,18TKK4CM009-01,28714-0070,直立蓋,20,220,40,
TR-43GTLV,18TKK4CM010A-01,28714-0080,電視卡蓋,20,220,40,
CN-MP870TT,02TKK4CM014,28714-0090,電視卡蓋,20,220,40,
CN-MP870TT,18TKK4CM013,28714-0100,電池蓋,20,220,40,
TR-T36V1,18M951A8-7T001A,28851-0010,前板,250,450,350,
TR-T369V,02M951A8-7T003A,28851-0020,前板,200,400,300,
TR-GP43,02TKY4CM030,28851-0030,前殼,120,320,200,
TR-43GTL,18TKY4CM035,28851-0040,前板,90,290,150,
CN-MP870TT,02TKY4CM038,28851-0050,前面框板,90,290,150,
TR-43GTK,02TKP4CM055,28852-0010,前面框飾板,120,320,200,
TR-GP43,02TKP4CM055-01,28852-0020,前面框飾板,120,320,200,
TR-43GTL,18TKP4CM056,28852-0030,導光柱,20,220,40,
TR-43GTL,18TKP4CM068,28852-0040,前面框飾板,300,500,400,
CN-MP800TT,18TKP4CM06-02,28852-0050,前面框飾板,120,320,200,
TR-70GTL,18TKP4CM076,28852-0060,前面框飾板,400,600,500,
CN-MP870TT,02TKP4CM079,28852-0070,前面框飾板,120,320,200,
CN-MP810TT,02TKP4CM069-01,28852-0080,前面框飾板,120,320,200,
TR-70GTL,18TNQ4CE0801,28880-0010,遙控器,400,600,500,
WP-75C,02VYMT6801,28900-0010,光碟片,30,230,50,
TR-T36V1,02M903B3-01001A,28920-0010,說明書,30,230,50,
TR-T369V,02M903B4-01001A,28920-0020,說明書,30,230,50,
TU-MSD01K,02TQB4CM114,28920-0030,說明書,30,230,50,
WP-503C,02TQB4CM146,28920-0040,說明書,30,230,50,
TU-MSD03L,02TQB4CM153,28920-0050,說明書,30,230,50,
TR-T36V1,02M921B4-01004A,28930-0010,中文標示貼紙,20,220,40,
TR-T36V1,02M903B4-01003A,28930-0020,操作卡,20,220,40,
TR-T36V1,02M922A5-00A03A,28930-0030,螢幕保護貼紙,20,220,40,
TR-T36V1,02M921A8-01002A,28930-0040,電池盒彈片,20,220,40,
TR-GP43,02TQF4CM145,28930-0050,中文表示貼紙,20,220,40,
TR-GP43,02TBM4CM148,28930-0060,WINCE貼紙,120,320,200,
TR-43GTK,02TQD4CM069,28930-0070,簡易操作卡,20,220,40,
TR-GP43,02TPA4CM026,28930-0080,擦拭布,30,230,50,
TU-MSD01K,02TQD4CM070,28930-0090,簡易操作卡,20,220,40,
TU-MSD01K,02TQD4CM074,28930-0100,訊號操作卡,20,220,40,
TR-GP43,02TQD4CM072,28930-0110,簡易操作卡,20,220,40,
TR-GP43,02TQF4CM152,28930-0120,飾板保護膜,20,220,40,
TR-43GTL,18TQF4CM175,28930-0130,主機板絕緣貼片,20,220,40,
TR-70GTL,18TQF4CM176,28930-0140,主機板絕緣貼片(電視卡),20,220,40,
TR-70GTL,18TQF4CM180,28930-0150,主機板絕緣貼片(電視卡插槽),20,220,40,
TR-43GTLV,02TQF4CM205,28930-0160,SD卡標籤貼紙,20,220,40,
TR-43GTL,18TEW4CM071,28930-0170,液晶排線導電貼布,20,220,40,
TR-43GTLV,02TQD4CM081,28930-0180,簡易操作卡,20,220,40,
TR-43GTLV,02TQF4CM181,28930-0190,中文指示貼紙,20,220,40,
CN-MP810TT,02TQF4CM213,28930-0200,SD卡標籤貼紙,20,220,40,
TR-70GTL,02TQF4CM206,28930-0210,SD卡標籤貼紙,20,220,40,
TR-70GTL,02TQF4CM217,28930-0220,飾板保護膜,30,230,50,
CN-MP870TT,02TQF4CM220,28930-0230,主機板電池取附貼片,20,220,40,
CN-MP870TT,18TQF4CM224,28930-0240,絕緣貼片,20,220,40,
CN-MP870TT,02TQF4CM225,28930-0250,絕緣貼片,20,220,40,
CN-MP870TT,18TQF4CM198,28930-0260,主機板絕緣貼片(電池),20,220,40,
CN-MP870TT,02TQF4CM223,28930-0270,液晶絕緣貼片,20,220,40,
CN-MP870TT,02TQF4CM216,28930-0280,中文對照貼紙,20,220,40,
CN-MP870TT,02TQD4CM085,28930-0290,簡易操作卡,20,220,40,
CN-MP870TT,02TQF4CM214,28930-0300,SD卡標籤貼紙,20,220,40,
TU-MSD02L,02TQD4CM087,28930-0310,簡易操作卡,20,220,40,
TU-MSD03L,02TQD4CM095,28930-0320,簡易操作卡,20,220,40,
TR-T36V1,02M902B3-01001A,28965-0010,紙箱,50,250,90,
TR-T36V1,02M901A7-01004A,28965-0020,紙箱隔板,30,230,50,
TR-T369V,02M902B4-01001A,28965-0030,紙箱,50,250,90,
TR-43GTK,02TPC4CM209-01,28965-0040,紙箱,50,250,90,
TR-GP43,02TPD4CM141,28965-0050,紙箱隔板,30,230,50,
TR-GP43,02TPD4CM140,28965-0060,紙箱緩衝材,30,230,50,
TR-GP43,02TPC4CM216,28965-0080,紙箱,50,250,90,
CN-MP800TT,02TPC4CM250-01,28965-0090,紙箱,90,290,150,
TR-43GTL,02TPC4CM247-01,28965-0100,紙箱,90,290,150,
TR-70GTL,02TPC4CM266,28965-0110,紙箱,120,320,200,
TR-43GTLV,02TPC4CM249-01,28965-0120,紙箱,90,290,150,
CN-MP870TT,02TPC4CM267,28965-0130,紙箱,120,320,200,
CN-MP810TT,02TPC4CM251-01,28965-0140,紙箱,90,290,150,
TU-MSD02L,02TPC4CM273,28965-0150,紙箱,30,230,50,
TU-MSD03L,02TPC4CM275,28965-0160,紙箱,30,230,50,
TU-MSD01K,02TPC4CM213-01,28965-0170,紙箱,150,350,250,
TR-70GTL,02TPE4C1A601,28985-0010,包裝袋,20,220,40,
LED,TSE399K-BK-333ML,29000-0010,模組灌封膠,2200,2500,2500,1
LED,COM-PASS,29110-0010,喇叭輸出控制器,58140,58440,0,1
LED,COM-PATC,29110-0020,輸入／輸出控制器,36720,37020,0,1
LED,COM-PIV4,29150-0040,50吋電漿顯示器,55728,56030,0,1
LED,COM-PIV3,29150-0050,37吋電漿顯示器,45556,45860,0,1
LED,TLC5921,29181-0160,LED驅動IC,200,500,300,1
PR-101D,52MM-1,29190-0010,串接發光二極體,250,550,300,1
PR-101D,52MM-2,29190-0020,串接發光二極體,250,550,300,1
LS-360401,36MM,29190-0030,串接發光二極體,200,500,250,1
LED,AR1,29204-0010,溫度感知棒,3000,3300,3450,1
誠品商場,S-100-5,29210-0010,電源供應器,2200,2500,2700,1
LS-520401,S-320-24,29210-0030,電源供應器,4300,4600,5100,1
LS-520401,T-60-C,29210-0050,電源供應器,2500,2800,3000,1
LS-520401,S-15-5,29210-0060,電源供應器,2000,2300,2400,1
LS-360401,S-320-12,29210-0070,電源供應器,4300,4600,5100,1
誠品商場,S-150-7.5,29210-0080,電源供應器,2500,2800,3000,1
LED,A2100,29210-0090,UPS不斷電系統,15500,15800,15900,1
LED,K-320-5,29210-0110,電源供應器,2500,2800,2900,1
LED,K-320-12,29210-0120,電源供應器,2500,2800,2900,1
LED,K-350-12,29210-0130,電源供應器,2400,2700,2750,1
LED,K-350-24,29210-0140,電源供應器,2400,2700,2750,1
LED,K-201-5,29210-0150,電源供應器,2100,2400,2400,1
LED,K-150-7.5,29210-0160,電源供應器,1900,2200,2200,1
LED,K-15-5,29210-0170,電源供應器,1000,1300,1200,1
LED,CVS203,29210-0180,溫度轉換器,13400,13700,14300,1
LED,SPK-200-3.3,29210-0190,電源供應器,3500,3800,4000,1
LED,K-100-5,29210-0200,電源供應器,1400,1700,1700,1
LED,K-25-5,29210-0210,電源供應器,2100,2400,2400,1
LED,COM-PIH2-PS00,29210-0220,電源供應器,4320,4620,0,1
LED,COM-PIP1-P200,29210-0230,電源供應單元 1P2,8467,8770,0,1
LED,COM-PIP1-P500,29210-0240,電源供應單元 1P5,5639,5940,0,1
LED,COM-PIP1-TC00,29210-0250,轉換器TCP/ IP//TCP/IP,12279,12580,0,1
LED,COM-PIP2-P400,29210-0260,電源供應單元 2P4,6032,6340,0,1
LED,COM-PIRC-DC00,29210-0270,乾接點轉換器 TCP IP,19560,19860,0,1
LED,COM-PASU,29210-0280,直流電源供應器,87550,87850,0,1
LED,COM-PAUP,29210-0290,PA專用不斷電系統,38250,38550,0,1
LED,COM-PAAD,29240-0010,音頻分配擴大器,77350,77650,0,1
LC-181812,WD40GB,29254-0010,硬碟,3900,4200,4300,1
LED,WD320G,29254-0040,硬碟,5800,6100,6700,1
LED,COM-PAMC,29255-0010,多功能遙控麥克風,33660,33960,0,1
LED,25VS,29340-0010,GPS 天線,2600,2900,2990,1
LED,COM-PAMU,29351-0010,音頻監控器,72250,72550,0,1
LED,COM-PIP1-C200,29360-0010,顯示控制板,23637,23940,0,1
LED,COM-PIP1-LD00,29360-0020,點矩陣板 16R*40C,34667,34970,0,1
LED,COM-PIP1-P100,29360-0030,電源控制板,18267,18570,0,1
LED,COM-PIP2-C100,29360-0040,主控制板,25572,25880,0,1
LED,COM-PIP1-T100,29360-0050,離站時間顯示板 1T1,27369,27670,0,1
LED,COM-PIP1-T200,29360-0060,延遲時間顯示板 1T2,27369,27670,0,1
LED,COM-PIP1-T400,29360-0070,從時鐘,27369,27670,0,1
LED,COM-PIP2-T300,29360-0080,延遲時間顯示板 2T3,27369,27670,0,1
LED,SW4,29420-0010,開關4,50,350,70,1
PR-101D,SW8,29420-0020,開關8,70,370,90,1
LED,H3Y-2,29420-0040,繼電器,1300,1600,1550,1
LED,SW5,29420-0050,開關5,90,390,150,1
LED,COM-PIVC-KS00,29420-0060,KVM切換器,8688,8990,0,1
LED,COM-PIVC-KV00,29420-0070,KVM,32064,32370,0,1
LED,COM-PIH2,29420-0080,網路集線器,27300,27600,0,1
LED,COM-PAAS,29420-0090,放大器切換器,77350,77650,0,1
LED,COM-PAMS,29420-0100,矩陣選擇器,33660,33960,0,1
LED,COM-PAPS,29420-0110,電源控制器,33660,33960,0,1
LED,RY5W-K,29431-0010,RY5W-K繼電器,300,600,420,1
LC-181812,LNP720211,29450-0010,全彩顯像模組板,38000,38300,39000,1
LC-181812,LSRGBC-04,29450-0020,RGB卡,32000,32300,33000,1
LC-181812,LSROWC-06-1/3,29450-0030,BUFFER卡,35200,35500,36000,1
LC-181812,PCA-6179L,29450-0040,電腦主基板,68800,69100,69500,1
LC-181812,LCROWC-05,29450-0050,全彩列驅動板,12800,13100,13500,1
LC-181812,LCROWC-06A,29450-0060,1024色階轉換卡,8000,8300,8500,1
LC-181812,FOUR-2,29450-0070,RS422卡,3500,3800,4000,1
LC-181812,BRIADJ-2,29450-0080,亮度調整卡,3500,3800,4000,1
LC-181812,S3SG4PRO,29450-0090,電腦顯示卡,6400,6700,6900,1
LC-181812,UPG603,29450-0100,影像補捉卡,9600,9900,10500,1
LC-181812,D-LINK,29450-0110,網路卡,2100,2400,2400,1
LS-520401,57304-C3,29450-0120,模組驅動板,2300,2600,2800,1
LS-520401,CLOCK-2B,29450-0130,控制板,5100,5400,6100,1
LS-520401,S4-TT-R,29450-0140,溫度轉換器(0度-50度 AC220V),7600,7900,9000,1
LS-520401,GPS25-LVS,29450-0150,GPS轉換器,8500,8800,9500,1
誠品商場,LN2561272UNA-1,29450-0160,日本進口模組,34000,34300,35000,1
誠品商場,JPN-CTL-02,29450-0170,控制卡,5100,5400,6100,1
LC-182015,LNP256B10DRV,29450-0180,LOGO模組驅動板,2200,2500,2600,1
LED,SF-128D,29450-0250,顯示卡,10000,10300,10500,1
LED,TC-390,29450-0260,影音捕捉卡,3800,4100,4400,1
LED,TPIMOD-0201,29450-0280,LED模組板,4100,4400,4600,1
LED,TPICTL-0201,29450-0290,LED模組驅動板,3000,3300,3300,1
LED,TPIROW-0301,29450-0300,列驅動板,10000,10300,12300,1
LED,TPIBUF-0301,29450-0310,緩衝卡,10000,10300,10800,1
LED,TPI422-0301,29450-0320,RS422卡,5000,5300,5800,1
LED,LNP-256-10-LED,29450-0330,LED單元完成模組(CMS.BOS共用),6000,6300,6900,1
LED,LNP-256-10-LED-1,29450-0340,CSLS完成模組板,6800,7100,7800,1
LED,EOL-5FRFCD0-DG,29450-0350,外圈顯示LED單元模組,350,650,450,1
LED,LNP-RS422-4,29450-0360,RS422通訊介面卡,3450,3750,4000,1
LED,LNP-485-VER1.0,29450-0370,RS485通訊介面卡,4785,5090,5500,1
LED,UNIBASE-VM02,29450-0380,I/O 控制基板,7960,8260,9160,1
LED,LNP-FSCTL VER1.1,29450-0390,CSLS操作面板控制基板,4860,5160,5600,1
LED,LNP-PANEL VER1.0,29450-0400,CMS/ BOS 操作面板控制基板,4860,5160,5600,1
LED,COM-PARC,29880-0010,緊急遙控器,76500,76800,0,1
LED,COM-PASC,29880-0020,緊急操作裝置,76500,76800,0,1
LED,COM-PACE,29880-0030,遙控增設用緊急操作裝置,21250,21550,0,1
LED,COM-PAEC,29880-0040,增設用緊急操作裝置,21250,21550,0,1
LED,KEYMOS01,29900-0010,鍵盤滑鼠組,1800,2100,2100,1
LED,COM-PIQC,29900-0020,查詢電腦,82320,82620,0,1
LED,COM-PIVC,29900-0030,圖像顯示控制電腦,21480,21780,0,1
LED,COM-PIVD,29900-0040,視訊分配器,15120,15420,0,1
LED,COM-PADT,29900-0050,雙音多頻解碼器,154700,155000,0,1
LED,COM-PACB,29900-0060,系統擴充單元,850000,850300,0,1
LED,COM-PASH-SH01,29900-0070,交換式集線器型式01,3400,3700,0,1
LED,450*75*65,29960-0010,PA紙箱,30,330,50,1
LED,500*355*120,29960-0020,PA紙箱,90,390,150,1
LED,495*290*80,29960-0030,PA紙箱,90,390,150,1
LED,525*290*120,29960-0040,PA紙箱,50,350,90,1
LED,510*365*125,29960-0050,PA紙箱,120,420,200,1
LED,555*380*250,29960-0060,PA紙箱,150,450,250,1
LED,580*300*195,29960-0070,PA紙箱,120,420,200,1
LED,575*350*320,29960-0080,PA紙箱,150,450,250,1
