機種,品番,摘要,檢印,建立日期
2020_CU-LJ36HA2-01,C3932-1366,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-LJ36FCA2-01,C3932-1367,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-LJ40FHA2-01,C3932-1368,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-LJ40FCA2-01,C3932-1369,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-LJ50FHA2-01,C3932-1370,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-LJ50FCA2-01,C3932-1371,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-K22BCA2-02,C3932-1372,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
2020_CU-K28BCA2-02,C3932-1373,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
2020_CU-K36BCA2-01,C3932-1374,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-K40BCA2-01,C3932-1375,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-K50BCA2-01,C3932-1376,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-K22BHA2-02,C3932-1377,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
2020_CU-K28BHA2-02,C3932-1378,2020機種 使用高效直撓壓縮機,劉俊佑,2019/6/20
2020_CU-K36BHA2-01,C3932-1379,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-K40BHA2-01,C3932-1380,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-K50BHA2-01,C3932-1381,2020機種 使用單IGBT 本格PFC P板,劉俊佑,2019/6/20
2020_CU-2J45FCA2,C3932-1382,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-2J52FCA2,C3932-1383,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-2J63BCA2,C3932-1384,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-2J71BCA2,C3932-1385,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-2J83BCA2,C3932-1386,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-3J90BCA2,C3932-1387,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-4J100BCA2,C3932-1388,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-2J45FHA2,C3932-1389,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-2J52FHA2,C3932-1390,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-2J63BHA2,C3932-1391,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-2J71BHA2,C3932-1392,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-2J83BHA2,C3932-1393,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-3J90BHA2,C3932-1394,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-4J100BHA2,C3932-1395,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-2J45~71FH(C)A2,C3932-1396,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-2J83~100BH(C)A2,C3932-1397,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020 CU-QX36~50FHA2,C3932-1398,2020機種 使用單IGBT 本格PFC P板(C3957-3340),劉俊佑,2019/6/21
2020_CU-5J165FCA2,C3932-1399,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-5J165FHA2,C3932-1400,2020機種 本格PFC P板,蘇俊安,2019/6/21
2020_CU-5J165FH(C)A2,C3932-1401,2020機種 本格PFC P板,蘇俊安,2019/6/21
CZ-RD806A-0,C3932-1402,MICON停產，新MICON搭配新程式,吳聰毅,2019/7/15
CU-L140HA2_NEW,C3932-1403,2020年 店鋪PAC  6HP 單相220V 室外機,林純玄,2019/8/8
CU-L140HA3_NEW,C3932-1404,2020年 店鋪PAC  6HP 三相220V 室外機,林純玄,2019/8/8
CS-PX22GDA2,C3932-1405,2020 PX(WIFI內藏)機種,蘇俊安,2019/8/27
CS-PX28GDA2,C3932-1406,2020 PX(WIFI內藏)機種,蘇俊安,2019/8/27
F-Y32GH,C3932-1407,2020年台灣向空氣清淨除濕機,劉宸瑄,2019/8/28
CU-L140HA2_NEW,C3932-1408,2020年 店鋪PAC  6HP 單相220V 室外機,蔣育宏,2019/10/2
CU-L140HA3_NEW,C3932-1409,2020年 店鋪PAC  6HP 三相220V 室外機,蔣育宏,2019/10/2
VRF 中南美,C3932-1410,VRF 中南美,蔣育宏,2019/11/20
VRF 中南美,C3932-1411,VRF 中南美 (8HP),蔣育宏,2019/11/20
VRF 中南美,C3932-1412,VRF 中南美 (10HP),蔣育宏,2019/11/20
2020_CU-22BH-01,C3932-1413,2020 B2B 機種 使用高效直撓壓縮機,陳彥宏,2019/11/29
2020_CU-22BC-01,C3932-1414,2020 B2B 機種 使用高效直撓壓縮機,陳彥宏,2019/11/29
2020_CU-28BH-01,C3932-1415,2020 B2B 機種 使用高效直撓壓縮機,陳彥宏,2019/11/29
2020_CU-28BC-01,C3932-1416,2020 B2B 機種 使用高效直撓壓縮機,陳彥宏,2019/11/29
2020_CU-36BH-01,C3932-1417,2020 B2B 機種 壓縮機080 &使用單IGBT 本格PFC P板,陳彥宏,2019/11/29
2020_CU-36BC-01,C3932-1418,2020 B2B 機種 壓縮機080 &使用單IGBT 本格PFC P板,陳彥宏,2019/11/29
2020_CU-40BH-01,C3932-1419,2020 B2B 機種 壓縮機080 &使用單IGBT 本格PFC P板,陳彥宏,2019/11/29
2020_CU-40BC-01,C3932-1420,2020 B2B 機種 壓縮機080 &使用單IGBT 本格PFC P板,陳彥宏,2019/11/29
2020_CU-50BH-01,C3932-1421,2020 B2B 機種 使用單IGBT 本格PFC P板,陳彥宏,2019/11/29
2020_CU-50BC-01,C3932-1422,2020 B2B 機種 使用單IGBT 本格PFC P板,陳彥宏,2019/11/29
2020_CU-PX22GDHA2,C3932-1423,2020 PX(WIFI內藏)機種,蘇俊安,2019/11/30
2020_CU-PX22GDCA2,C3932-1424,2020 PX(WIFI內藏)機種,蘇俊安,2019/11/30
2020_CU-PX28GDHA2,C3932-1425,2020 PX(WIFI內藏)機種,蘇俊安,2019/11/30
2020_CU-PX28GDCA2,C3932-1426,2020 PX(WIFI內藏)機種,蘇俊安,2019/11/30
CS-PX22GDA2,C3932-1427,2020 PX(WIFI內藏)機種,蘇俊安,2019/11/30
2020_CSU-J125BDA2,C3932-1428,2020機種 隱藏室內機,陳彥宏,2019/12/9
2020_CSU-P125BUA2,C3932-1429,2020機種 四方吹室內機,陳彥宏,2019/12/9
CS-N140UA2,C3932-1430,2020機種 新店舖四方吹室內機,蔣育宏,2019/12/25
CS-N140UA2,C3932-1431,2020機種 新店舖四方吹室內機,蔣育宏,2019/12/25
CS-N71UA2,C3932-1432,2020機種 新店舖四方吹室內機,蔣育宏,2019/12/25
M2-63BH-01,C3932-1433,2020機種 B2B 一對多室外機,周庚丘,2020/1/7
M2-63BC-01,C3932-1434,2020機種 B2B 一對多室外機,周庚丘,2020/1/7
M2-71BH-01,C3932-1435,2020機種 B2B 一對多室外機,周庚丘,2020/1/7
M2-71BC-01,C3932-1436,2020機種 B2B 一對多室外機,周庚丘,2020/1/7
M2-83BH-01,C3932-1437,2020機種 B2B 一對多室外機,周庚丘,2020/1/7
M2-83BC-01,C3932-1438,2020機種 B2B 一對多室外機,周庚丘,2020/1/7
M3-90BH-01,C3932-1439,2020機種 B2B 一對多室外機,周庚丘,2020/1/7
M3-90BC-01,C3932-1440,2020機種 B2B 一對多室外機,周庚丘,2020/1/7
M4-100BH-01,C3932-1441,2020機種 B2B 一對多室外機,周庚丘,2020/1/7
M4-100BC-01,C3932-1442,2020機種 B2B 一對多室外機,周庚丘,2020/1/7
F-Y40C0YC,C3932-1443,2020年中國向除濕機20L,廖啟宏,2020/1/14
F-CYT45XC,C3932-1444,2020年中國向除濕機22L,廖啟宏,2020/1/14
F-Y20JH,C3932-1445,2020年台灣向空氣清淨除濕機,廖啟宏,2020/1/14
F-Y26JH,C3932-1446,2020年台灣向空氣清淨除濕機,廖啟宏,2020/1/14
F-Y32JH,C3932-1447,2020年台灣向空氣清淨除濕機,廖啟宏,2020/1/14
F-Y36JH,C3932-1448,2020年台灣向空氣清淨除濕機,廖啟宏,2020/1/14
CS-22EP,C3932-1449,2020 B2B 機種 使用高效直撓壓縮機,陳彥宏,2020/2/3
CS-28EP,C3932-1450,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-36EP,C3932-1451,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-40EP,C3932-1452,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-50EP,C3932-1453,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-63EP,C3932-1454,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-71EP,C3932-1455,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-80EP,C3932-1456,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-90EP,C3932-1457,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-110EP,C3932-1458,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-125EP,C3932-1459,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-22EJ,C3932-1460,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-28EJ,C3932-1461,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-36EJ,C3932-1462,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-40EJ,C3932-1463,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-50EJ,C3932-1464,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-63EJ,C3932-1465,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-71EJ,C3932-1466,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-80EJ,C3932-1467,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-90EJ,C3932-1468,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-110EJ,C3932-1469,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-22EK,C3932-1470,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-28EK,C3932-1471,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-36EK,C3932-1472,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-40EK,C3932-1473,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-50EK,C3932-1474,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-63EK,C3932-1475,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-71EK,C3932-1476,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-80EK,C3932-1477,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-90EK,C3932-1478,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-71EU,C3932-1479,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-80EU,C3932-1480,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-90EU,C3932-1481,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-110EU,C3932-1482,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-125EU,C3932-1483,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-22ED,C3932-1484,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-28ED,C3932-1485,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-36ED,C3932-1486,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-40ED,C3932-1487,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-50ED,C3932-1488,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-63ED,C3932-1489,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-71ED,C3932-1490,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-80ED,C3932-1491,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-90ED,C3932-1492,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-110ED,C3932-1493,2020 NEW B2B 機種,陳彥宏,2020/2/3
CS-125ED,C3932-1494,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-22EPH,C3932-1495,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-22EPC,C3932-1496,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-28EPH,C3932-1497,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-28EPC,C3932-1498,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-36EPH,C3932-1499,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-36EPC,C3932-1500,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-40EPH,C3932-1501,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-40EPC,C3932-1502,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-50EPH,C3932-1503,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-50EPC,C3932-1504,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-63EPH,C3932-1505,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-63EPC,C3932-1506,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-71EPH,C3932-1507,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-71EPC,C3932-1508,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-80EPH,C3932-1509,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-80EPC,C3932-1510,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-90EPH,C3932-1511,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-90EPC,C3932-1512,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-110EPH,C3932-1513,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-110EPC,C3932-1514,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-125EPH,C3932-1515,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-125EPC,C3932-1516,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-22EJH,C3932-1517,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-22EJC,C3932-1518,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-28EJH,C3932-1519,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-28EJC,C3932-1520,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-36EJH,C3932-1521,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-36EJC,C3932-1522,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-40EJH,C3932-1523,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-40EJC,C3932-1524,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-50EJH,C3932-1525,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-50EJC,C3932-1526,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-63EJH,C3932-1527,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-63EJC,C3932-1528,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-71EJH,C3932-1529,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-71EJC,C3932-1530,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-80EJH,C3932-1531,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-80EJC,C3932-1532,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-90EJH,C3932-1533,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-90EJC,C3932-1534,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-110EJH,C3932-1535,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-110EJC,C3932-1536,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-22EKH,C3932-1537,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-22EKC,C3932-1538,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-28EKH,C3932-1539,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-28EKC,C3932-1540,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-36EKH,C3932-1541,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-36EKC,C3932-1542,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-40EKH,C3932-1543,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-40EKC,C3932-1544,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-50EKH,C3932-1545,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-50EKC,C3932-1546,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-63EKH,C3932-1547,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-63EKC,C3932-1548,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-71EKH,C3932-1549,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-71EKC,C3932-1550,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-80EKH,C3932-1551,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-80EKC,C3932-1552,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-90EKH,C3932-1553,2020 NEW B2B 機種,陳彥宏,2020/2/3
CU-90EKC,C3932-1554,2020 NEW B2B 機種,陳彥宏,2020/2/3
M2-45EH,C3932-1555,2020 NEW B2B 機種,陳彥宏,2020/2/3
M2-45EC,C3932-1556,2020 NEW B2B 機種,陳彥宏,2020/2/3
M2-52EH,C3932-1557,2020 NEW B2B 機種,陳彥宏,2020/2/3
M2-52EC,C3932-1558,2020 NEW B2B 機種,陳彥宏,2020/2/3
M2-63EH,C3932-1559,2020 NEW B2B 機種,陳彥宏,2020/2/3
M2-63EC,C3932-1560,2020 NEW B2B 機種,陳彥宏,2020/2/3
M2-71EH,C3932-1561,2020 NEW B2B 機種,陳彥宏,2020/2/3
M2-71EC,C3932-1562,2020 NEW B2B 機種,陳彥宏,2020/2/3
M2-83EH,C3932-1563,2020 NEW B2B 機種,陳彥宏,2020/2/3
M2-83EC,C3932-1564,2020 NEW B2B 機種,陳彥宏,2020/2/3
M3-90EH,C3932-1565,2020 NEW B2B 機種,陳彥宏,2020/2/3
M3-90EC,C3932-1566,2020 NEW B2B 機種,陳彥宏,2020/2/3
M4-100EH,C3932-1567,2020 NEW B2B 機種,陳彥宏,2020/2/3
M4-100EC,C3932-1568,2020 NEW B2B 機種,陳彥宏,2020/2/3
M4-130EH,C3932-1569,2020 NEW B2B 機種,陳彥宏,2020/2/3
M4-130EC,C3932-1570,2020 NEW B2B 機種,陳彥宏,2020/2/3
M4-150EH,C3932-1571,2020 NEW B2B 機種,陳彥宏,2020/2/3
M4-150EC,C3932-1572,2020 NEW B2B 機種,陳彥宏,2020/2/3
M5-160EH,C3932-1577,2020 NEW B2B 機種,陳彥宏,2020/2/3
M5-160EC,C3932-1578,2020 NEW B2B 機種,陳彥宏,2020/2/3
MS-90EH,C3932-1579,2020 NEW B2B 機種,陳彥宏,2020/2/3
MS-90EC,C3932-1580,2020 NEW B2B 機種,陳彥宏,2020/2/3
MS-100EH,C3932-1581,2020 NEW B2B 機種,陳彥宏,2020/2/3
MS-100EC,C3932-1582,2020 NEW B2B 機種,陳彥宏,2020/2/3
MS-130EH,C3932-1583,2020 NEW B2B 機種,陳彥宏,2020/2/3
MS-130EC,C3932-1584,2020 NEW B2B 機種,陳彥宏,2020/2/3
MS-150EH,C3932-1585,2020 NEW B2B 機種,陳彥宏,2020/2/3
MS-150EC,C3932-1586,2020 NEW B2B 機種,陳彥宏,2020/2/3
2020_CU-PX22GDHA2,C3932-1587,WiFi模組燒入Data,蘇俊安,2020/2/14
CS-71EL,C3932-1588,2020 中信局 機種,陳彥宏,2020/3/9
CS-80EL,C3932-1589,2020 中信局 機種,陳彥宏,2020/3/9
CS-90EL,C3932-1590,2020 中信局 機種,陳彥宏,2020/3/9
CU-71ELC,C3932-1591,2020 中信局 機種,陳彥宏,2020/3/9
CU-80ELC,C3932-1592,2020 中信局 機種,陳彥宏,2020/3/9
CU-90ELC,C3932-1593,2020 中信局 機種,陳彥宏,2020/3/9
CU-PX63FHA2-02,C3932-1594,閥門向上機種,簡詞帟,2020/6/24
CU-PX63FCA2-02,C3932-1595,閥門向上機種,簡詞帟,2020/6/24
CU-PX71FHA2-02,C3932-1596,閥門向上機種,簡詞帟,2020/6/24
CU-PX71FCA2-02,C3932-1597,閥門向上機種,簡詞帟,2020/6/24
CU-PX80FHA2-02,C3932-1598,閥門向上機種,簡詞帟,2020/6/24
CU-PX80FCA2-02,C3932-1599,閥門向上機種,簡詞帟,2020/6/24
CU-PX90FHA2-02,C3932-1600,閥門向上機種,簡詞帟,2020/6/24
CU-PX90FCA2-02,C3932-1601,閥門向上機種,簡詞帟,2020/6/24
CU-PX110FHA2-02,C3932-1602,閥門向上機種,簡詞帟,2020/6/24
CU-PX110FCA2-02,C3932-1603,閥門向上機種,簡詞帟,2020/6/24
CU-QX63FHA2-02,C3932-1604,閥門向上機種,簡詞帟,2020/6/24
CU-QX63FCA2-02,C3932-1605,閥門向上機種,簡詞帟,2020/6/24
CU-QX71FHA2-02,C3932-1606,閥門向上機種,簡詞帟,2020/6/24
CU-QX71FCA2-02,C3932-1607,閥門向上機種,簡詞帟,2020/6/24
CU-QX80FHA2-02,C3932-1608,閥門向上機種,簡詞帟,2020/6/24
CU-QX80FCA2-02,C3932-1609,閥門向上機種,簡詞帟,2020/6/24
CU-QX90FHA2-02,C3932-1610,閥門向上機種,簡詞帟,2020/6/24
CU-QX90FCA2-02,C3932-1611,閥門向上機種,簡詞帟,2020/6/24
CU-QX110FHA2-02,C3932-1612,閥門向上機種,簡詞帟,2020/6/24
CU-QX110FCA2-02,C3932-1613,閥門向上機種,簡詞帟,2020/6/24
CU-LJ63BHA2-02,C3932-1614,閥門向上機種,簡詞帟,2020/6/24
CU-LJ63BCA2-02,C3932-1615,閥門向上機種,簡詞帟,2020/6/24
CU-LJ71BHA2-02,C3932-1616,閥門向上機種,簡詞帟,2020/6/24
CU-LJ71BCA2-02,C3932-1617,閥門向上機種,簡詞帟,2020/6/24
CU-LJ80BHA2-02,C3932-1618,閥門向上機種,簡詞帟,2020/6/24
CU-LJ80BCA2-02,C3932-1619,閥門向上機種,簡詞帟,2020/6/24
CU-LJ90BHA2-02,C3932-1620,閥門向上機種,簡詞帟,2020/6/24
CU-LJ90BCA2-02,C3932-1621,閥門向上機種,簡詞帟,2020/6/24
CU-K63BHA2-02,C3932-1622,閥門向上機種,簡詞帟,2020/6/24
CU-K63BCA2-02,C3932-1623,閥門向上機種,簡詞帟,2020/6/24
CU-K71BHA2-02,C3932-1624,閥門向上機種,簡詞帟,2020/6/24
CU-K71BCA2-02,C3932-1625,閥門向上機種,簡詞帟,2020/6/24
CU-K80BHA2-02,C3932-1626,閥門向上機種,簡詞帟,2020/6/24
CU-K80BCA2-02,C3932-1627,閥門向上機種,簡詞帟,2020/6/24
CU-K90BHA2-02,C3932-1628,閥門向上機種,簡詞帟,2020/6/24
CU-K90BCA2-02,C3932-1629,閥門向上機種,簡詞帟,2020/6/24
CU-PU36WKQ,C3932-1630,菲律賓分離式機種,簡詞帟,2020/7/7
CS-PU36WKQ,C3932-1631,菲律賓分離式機種,簡詞帟,2020/7/7
CU-3J83FCA2,C3932-1632,2021 一對多室外機,劉俊佑,2020/8/21
CU-3J83FHA2,C3932-1633,2021 一對多室外機,劉俊佑,2020/8/21
CU-63EPH-02,C3932-1634,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-71EPH-02,C3932-1635,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-80EPH-02,C3932-1636,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-90EPH-02,C3932-1637,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-110EPH-02,C3932-1638,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-63EJH-02,C3932-1639,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-71EJH-02,C3932-1640,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-80EJH-02,C3932-1641,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-90EJH-02,C3932-1642,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-110EJH-02,C3932-1643,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-63EJC-02,C3932-1644,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-71EJC-02,C3932-1645,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-80EJC-02,C3932-1646,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-90EJC-02,C3932-1647,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-110EJC-02,C3932-1648,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-63EKH-02,C3932-1649,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-71EKH-02,C3932-1650,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-80EKH-02,C3932-1651,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-90EKH-02,C3932-1652,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-63EKC-02,C3932-1653,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-71EKC-02,C3932-1654,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-80EKC-02,C3932-1655,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CU-90EKC-02,C3932-1656,閥門向上機種(B 2 B),簡詞帟,2020/8/26
CS-QX22FA2-03,C3932-1657,2021機種,簡詞帟,2020/9/11
CS-QX28FA2-03,C3932-1658,2021機種,簡詞帟,2020/9/11
CS-QX36FA2-03,C3932-1659,2021機種,簡詞帟,2020/9/11
CS-QX40FA2-03,C3932-1660,2021機種,簡詞帟,2020/9/11
CS-QX50FA2-03,C3932-1661,2021機種,簡詞帟,2020/9/11
CS-QX63FA2-03,C3932-1662,2021機種,簡詞帟,2020/9/11
CS-QX71FA2-03,C3932-1663,2021機種,簡詞帟,2020/9/11
CS-QX80FA2-03,C3932-1664,2021機種,簡詞帟,2020/9/11
CS-QX90FA2-03,C3932-1665,2021機種,簡詞帟,2020/9/11
CS-QX110FA2-03,C3932-1666,2021機種,簡詞帟,2020/9/11
CS-LJ22BA2-03,C3932-1667,2021機種,簡詞帟,2020/9/11
CS-LJ28BA2-03,C3932-1668,2021機種,簡詞帟,2020/9/11
CS-LJ36BA2-03,C3932-1669,2021機種,簡詞帟,2020/9/11
CS-LJ40BA2-03,C3932-1670,2021機種,簡詞帟,2020/9/11
CS-LJ50BA2-03,C3932-1671,2021機種,簡詞帟,2020/9/11
CS-LJ63BA2-03,C3932-1672,2021機種,簡詞帟,2020/9/11
CS-LJ71BA2-03,C3932-1673,2021機種,簡詞帟,2020/9/11
CS-LJ80BA2-03,C3932-1674,2021機種,簡詞帟,2020/9/11
CS-LJ90BA2-03,C3932-1675,2021機種,簡詞帟,2020/9/11
CS-K22FA2,C3932-1676,2021機種,簡詞帟,2020/9/11
CS-K28FA2,C3932-1677,2021機種,簡詞帟,2020/9/11
CS-K36FA2,C3932-1678,2021機種,簡詞帟,2020/9/11
CS-K40FA2,C3932-1679,2021機種,簡詞帟,2020/9/11
CS-K50FA2,C3932-1680,2021機種,簡詞帟,2020/9/11
CS-K63FA2,C3932-1681,2021機種,簡詞帟,2020/9/11
CS-K71FA2,C3932-1682,2021機種,簡詞帟,2020/9/11
CS-K80FA2,C3932-1683,2021機種,簡詞帟,2020/9/11
CS-K90FA2,C3932-1684,2021機種,簡詞帟,2020/9/11
CS-PX22GA2,C3932-1685,2021機種,簡詞帟,2020/9/11
CS-PX28GA2,C3932-1686,2021機種,簡詞帟,2020/9/11
